"id";"countyfips";"year";"births";"censusbuildingpermits";"deaths";"groupquarterspopulation";"householdpopulation";"households";"householdsize";"naturalincrease";"netmigration";"totalhousingunits";"vacancyrate";"vacanthousingunits";"totalpopulation"
1055;59;1985;6675;4909;2182;6206;415411;148723;2.793186;4493;3441;163850;9.23;15127;421617
1056;59;1986;6811;4801;2149;6216;420854;151297;2.781641;4662;791;168344;10.13;17047;427070
1057;59;1987;6551;2809;2161;6213;423974;152699;2.776534;4390;-1273;173123;11.8;20424;430187
1058;59;1988;6587;1525;2419;6201;426228;153871;2.770035;4168;-1926;175952;12.55;22081;432429
1059;59;1989;6527;1742;2219;5856;430049;155728;2.761539;4308;-832;177967;12.5;22239;435905
1060;59;1990;6711;1734;2419;6482;433403;166545;2.602318;4292;-312;178611;6.76;12066;439885
1061;59;1991;6445;2201;2430;6523;443140;170280;2.60242;4015;5763;180338;5.58;10058;449663
1062;59;1992;6538;3350;2418;6875;456665;175300;2.605048;4120;9757;182919;4.17;7619;463540
1063;59;1993;6513;3761;2597;7055;469153;180710;2.596165;3916;8752;186285;2.99;5575;476208
1064;59;1994;6472;4093;2670;6844;476589;182527;2.61106;3802;3423;189667;3.76;7140;483433
1065;59;1995;6352;5102;2712;6904;484410;185470;2.611797;3640;4241;193161;3.98;7691;491314
1066;59;1996;6229;3576;2796;7073;490973;188494;2.604714;3433;3299;197664;4.64;9170;498046
1067;59;1997;6372;3686;2965;7151;497083;192227;2.585917;3407;2781;201048;4.39;8821;504234
1068;59;1998;6358;3675;3076;7119;505364;194447;2.598981;3282;4967;204371;4.86;9924;512483
1069;59;1999;6301;2924;3030;7087;513723;198498;2.588051;3271;5056;208057;4.59;9559;520810
1070;59;2000;6701;847;3159;7730;518988;206160;2.517403958;3542;2365;212761;3.1;6601;526718
1071;59;2001;6532;3387;3133;7788;520279;207436;2.50814227;3399;-2050;216341;4.12;8905;528067
1072;59;2002;6551;2673;3400;7730;519809;208047;2.498517162;3151;-3679;218986;5;10939;527539
1073;59;2003;6620;2229;3444;7760;517669;208064;2.488027722;3176;-5286;221186;5.93;13122;525429
1074;59;2004;6337;1642;3367;7827;517049;208717;2.477273054;2970;-3523;222899;6.36;14182;524876
1075;59;2005;6183;2535;3338;7797;515720;209058;2.466875221;2845;-4204;224639;6.94;15581;523517
1076;59;2006;6138;2151;3462;7767;516812;210389;2.456459226;2676;-1614;226430;7.08;16041;524579
1077;59;2007;6194;2059;3541;7840;519280;212308;2.445892034;2653;-112;227770;6.79;15463;527120
1078;59;2008;6167;1073;3736;7796;522769;214695;2.434937935;2431;1014;229029;6.26;14334;530565
1079;59;2009;5934;602;3678;7795;524811;216523;2.423811789;2256;-215;229781;5.77;13258;532606
1080;59;2010;5723;101.53;3757;7427;528224;218631;2.416052618;1966;1079;230181;5.02;11550;535651
1081;59;2011;5545;609.62;3744;7723;532839;220539;2.416076068;1801;3110;230772;4.43;10233;540562
1082;59;2012;5565;990.44;3906;7575;539018;223093;2.416113459;1659;4372;231726;3.73;8633;546593
1083;59;2013;5633;1092.92;4003;7763;544440;225330;2.416189589;1630;3980;232765;3.19;7435;552203
1084;59;2014;5917;1643.15;4110;7774;551226;228146;2.416110736;1807;4990;234055;2.52;5909;559000
1085;59;2015;5838;2621.06;4397;7815;557358;230714;2.415796181;1441;4732;236608;2.49;5894;565173
1086;59;2016;5903;1897.15;4322;7987;563723;233413;2.41513112;1581;4956;238399;2.09;4986;571710
1087;59;2017;5977;2600.9;4489;8671;567123;234720;2.4161682;1488;2596;240930;2.58;6210;575794
1088;59;2018;5589;2397.76;4521;8320;571169;236413;2.415979663;1068;2627;242975;2.7;6562;579489
1089;61;1985;24;0;12;29;1818;728;2.497253;12;-123;855;14.85;127;1847
1090;61;1986;22;-1;15;29;1769;717;2.467225;7;-56;844;15.05;127;1798
1091;61;1987;25;0;16;28;1730;709;2.440056;9;-49;833;14.89;124;1758
1092;61;1988;22;-1;10;28;1683;697;2.414634;12;-59;834;16.43;137;1711
1093;61;1989;20;-1;21;28;1670;699;2.389127;-1;-12;904;22.68;205;1698
1094;61;1990;16;0;16;44;1644;657;2.502283;0;-10;878;25.17;221;1688
1095;61;1991;19;0;21;47;1636;704;2.323864;-2;-3;878;19.82;174;1683
1096;61;1992;15;4;19;48;1647;710;2.319718;-4;16;878;19.13;168;1695
1097;61;1993;14;0;19;46;1652;677;2.440177;-5;8;882;23.24;205;1698
1098;61;1994;16;1;24;46;1647;677;2.432792;-8;3;882;23.24;205;1693
1099;61;1995;20;3;10;46;1597;663;2.408748;10;-60;883;24.92;220;1643
1100;61;1996;14;1;19;47;1615;679;2.378498;-5;24;886;23.36;207;1662
1101;61;1997;17;0;25;47;1614;689;2.342525;-8;7;887;22.32;198;1661
1102;61;1998;19;1;18;47;1597;689;2.317852;1;-18;887;22.32;198;1644
1103;61;1999;14;1;13;47;1585;690;2.297101;1;-13;888;22.3;198;1632
1104;61;2000;16;0;14;24;1590;663;2.398190045;2;-14;816;18.75;153;1614
1105;61;2001;16;0;25;24;1582;663;2.38612368;-9;1;813;18.45;150;1606
1106;61;2002;14;1;16;24;1542;651;2.368663594;-2;-38;811;19.73;160;1566
1107;61;2003;23;0;18;24;1524;649;2.348228043;5;-23;809;19.78;160;1548
1108;61;2004;11;0;22;24;1499;643;2.33125972;-11;-14;806;20.22;163;1523
1109;61;2005;16;2;20;28;1515;655;2.312977099;-4;24;805;18.63;150;1543
1110;61;2006;7;1;18;11;1503;655;2.294656489;-11;-18;803;18.43;148;1514
1111;61;2007;22;2;24;18;1453;637;2.28100471;-2;-41;802;20.57;165;1471
1112;61;2008;15;1;22;18;1414;626;2.258785942;-7;-32;801;21.85;175;1432
1113;61;2009;17;3;19;18;1374;611;2.248772504;-2;-38;803;23.91;192;1392
1114;61;2010;6;1.25;19;14;1385;620;2.233870968;-13;20;806;23.08;186;1399
1115;61;2011;20;6;22;14;1413;631;2.239302694;-2;30;813;22.39;182;1427
1116;61;2012;8;1;21;14;1391;621;2.239935588;-13;-9;814;23.71;193;1405
1117;61;2013;15;2;18;14;1374;614;2.237785016;-3;-14;816;24.75;202;1388
1118;61;2014;19;4;20;14;1363;609;2.238095238;-1;-10;820;25.73;211;1377
1119;61;2015;14;0;22;14;1368;611;2.238952537;-8;13;820;25.49;209;1382
1120;61;2016;20;0;21;14;1329;594;2.237373737;-1;-38;820;27.56;226;1343
1121;61;2017;17;0;21;14;1350;604;2.235099338;-4;25;821;26.43;217;1364
1122;61;2018;17;0;24;14;1359;608;2.235197368;-7;16;821;25.94;213;1373
1123;63;1985;119;2;69;70;7477;2930;2.551877;50;-304;3560;17.7;630;7547
1124;63;1986;108;2;75;69;7304;2903;2.516018;33;-207;3552;18.27;649;7373
1125;63;1987;118;4;51;68;7173;2890;2.482007;67;-199;3545;18.48;655;7241
1126;63;1988;119;4;70;69;7211;2941;2.451887;49;-10;3554;17.25;613;7280
1127;63;1989;112;1;74;69;7132;2950;2.417627;38;-117;3580;17.6;630;7201
1128;63;1990;110;3;61;66;7062;2785;2.535727;49;-122;3224;13.62;439;7128
1129;63;1991;120;3;57;64;7097;2733;2.59678;63;-30;3227;15.31;494;7161
1130;63;1992;96;6;64;65;7167;2750;2.606182;32;39;3230;14.86;480;7232
1131;63;1993;107;-1;54;66;7201;2812;2.560811;53;-18;3236;13.1;424;7267
1132;63;1994;96;20;80;67;7273;2821;2.578164;16;57;3235;12.8;414;7340
1133;63;1995;75;20;68;68;7345;2846;2.580815;7;66;3255;12.57;409;7413
1134;63;1996;83;18;73;69;7417;2875;2.579826;10;63;3275;12.21;400;7486
1135;63;1997;67;15;66;70;7529;2935;2.565247;1;112;3293;10.87;358;7599
1136;63;1998;75;32;77;70;7684;2984;2.575067;-2;157;3308;9.79;324;7754
1137;63;1999;101;57;71;70;7831;3034;2.581081;30;117;3340;9.16;306;7901
1138;63;2000;100;8;85;531;7444;2979;2.498825109;15;59;3437;13.33;458;7975
1139;63;2001;107;31;69;598;7475;3007;2.485866312;38;60;3469;13.32;462;8073
1140;63;2002;80;14;85;765;7524;3046;2.470935961;-5;221;3482;12.55;437;8289
1141;63;2003;78;17;67;788;7397;3009;2.457475083;11;-115;3497;13.93;487;8185
1142;63;2004;90;5;72;964;7293;2985;2.44321608;18;54;3503;14.79;518;8257
1143;63;2005;108;6;68;1000;6998;2881;2.429017702;40;-299;3509;17.9;628;7998
1144;63;2006;98;11;92;1035;6911;2861;2.415588955;6;-58;3519;18.7;658;7946
1145;63;2007;92;2;80;1024;6811;2836;2.401622003;12;-123;3520;19.43;684;7835
1146;63;2008;101;6;67;1334;6708;2807;2.389739936;34;173;3525;20.37;718;8042
1147;63;2009;102;1;76;1508;6761;2846;2.375614898;26;201;3526;19.29;680;8269
1148;63;2010;108;0.25;81;1075;7192;3038;2.367346939;27;-29;3527;13.86;489;8267
1149;63;2011;105;2;83;874;7289;3077;2.368865778;22;-126;3529;12.81;452;8163
1150;63;2012;93;0;69;808;7260;3066;2.367906067;24;-119;3529;13.12;463;8068
1151;63;2013;83;0;76;1056;7185;3035;2.36738056;7;166;3529;14;494;8241
1152;63;2014;94;24;80;782;7229;3054;2.367059594;14;-244;3552;14.02;498;8011
1153;63;2015;116;2;75;1009;7198;3041;2.366984545;41;155;3554;14.43;513;8207
1154;63;2016;94;0;79;490;7150;3021;2.366765972;15;-582;3554;15;533;7640
1155;63;2017;87;0;72;74;7088;2993;2.368192449;15;-493;3554;15.79;561;7162
1156;63;2018;79;3;77;74;7087;2993;2.367858336;2;-3;3557;15.86;564;7161
1157;65;1985;109;8;33;96;6693;2452;2.729609;76;-455;3833;36.03;1381;6789
1158;65;1986;94;7;35;92;6358;2362;2.691787;59;-398;3811;38.02;1449;6450
1159;65;1987;89;10;32;87;5958;2239;2.661009;57;-462;3788;40.89;1549;6045
1160;65;1988;82;9;33;83;5667;2153;2.632141;49;-344;3803;43.39;1650;5750
1161;65;1989;93;3;31;85;5811;2236;2.598837;62;84;3768;40.66;1532;5896
1162;65;1990;90;3;36;24;6011;2382;2.52351;54;85;3527;32.46;1145;6035
1163;65;1991;103;8;32;20;6121;2430;2.51893;71;35;3530;31.16;1100;6141
1164;65;1992;116;16;31;18;6191;2501;2.47541;85;-17;3538;29.31;1037;6209
1165;65;1993;103;9;26;18;6253;2550;2.452157;77;-15;3554;28.25;1004;6271
1166;65;1994;78;22;25;38;6342;2595;2.443931;53;56;3563;27.17;968;6380
1167;65;1995;100;32;38;33;7110;2768;2.568642;62;701;3772;26.62;1004;7143
1168;65;1996;128;43;41;42;7512;3126;2.403071;87;324;3804;17.82;678;7554
1169;65;1997;96;58;33;67;7793;3290;2.368693;63;243;3847;14.48;557;7860
1170;65;1998;118;44;33;44;7791;3317;2.348809;85;-110;3905;15.06;588;7835
1171;65;1999;127;43;46;21;7801;3345;2.332138;81;-94;3949;15.3;604;7822
1172;65;2000;145;15;38;99;7841;3032;2.586081794;107;14;3974;23.7;942;7940
1173;65;2001;136;59;45;99;7722;2989;2.583472733;91;-210;4014;25.54;1025;7821
1174;65;2002;131;54;38;99;7627;2957;2.579303348;93;-188;4050;26.99;1093;7726
1175;65;2003;118;93;36;99;7421;2884;2.573162275;82;-288;4125;30.08;1241;7520
1176;65;2004;116;60;37;99;7317;2847;2.570073762;79;-183;4164;31.63;1317;7416
1177;65;2005;115;65;26;99;7185;2799;2.56698821;89;-221;4210;33.52;1411;7284
1178;65;2006;112;55;28;99;7118;2777;2.563197695;84;-151;4243;34.55;1466;7217
1179;65;2007;119;52;53;99;7172;2803;2.558687121;66;-12;4273;34.4;1470;7271
1180;65;2008;128;52;45;99;7170;2806;2.555238774;83;-85;4304;34.8;1498;7269
1181;65;2009;120;25;37;99;7075;2775;2.54954955;83;-178;4285;35.24;1510;7174
1182;65;2010;106;0;36;133;7149;2941;2.430805848;70;38;4271;31.14;1330;7282
1183;65;2011;104;20;41;67;7222;2972;2.430013459;63;-56;4272;30.43;1300;7289
1184;65;2012;72;18;40;67;7136;2937;2.42969016;32;-118;4277;31.33;1340;7203
1185;65;2013;80;20;35;67;7153;2944;2.4296875;45;-28;4277;31.17;1333;7220
1186;65;2014;80;0;43;75;7202;2964;2.429824561;37;20;4277;30.7;1313;7277
1187;65;2015;86;0;42;91;7308;3008;2.429521277;44;78;4277;29.67;1269;7399
1188;65;2016;64;39;44;82;7446;3066;2.428571429;20;109;4294;28.6;1228;7528
1189;65;2017;86;32;38;82;7612;3136;2.427295918;48;118;4314;27.31;1178;7694
1190;65;2018;84;24;36;82;7682;3166;2.426405559;48;22;4318;26.68;1152;7764
1191;67;1985;550;304;182;1243;30150;11329;2.661312;368;-47;14935;24.14;3606;31393
1192;67;1986;460;194;204;1203;29587;11137;2.65664;256;-859;15223;26.84;4086;30790
1193;67;1987;486;139;192;1201;29715;11213;2.650049;294;-168;15400;27.19;4187;30916
1194;67;1988;456;108;196;1350;29829;11279;2.644649;260;3;15565;27.54;4286;31179
1195;67;1989;427;198;198;1400;30409;11562;2.630081;229;401;15835;26.98;4273;31809
1196;67;1990;448;245;190;1666;30800;11976;2.57181;258;399;15412;22.29;3436;32466
1197;67;1991;423;264;204;1672;31739;12363;2.567257;219;726;15657;21.04;3294;33411
1198;67;1992;439;392;205;1716;32713;12743;2.567135;234;784;15921;19.96;3178;34429
1199;67;1993;417;467;202;1773;33825;13287;2.545721;215;954;16613;20.02;3326;35598
1200;67;1994;419;590;235;2022;34884;13767;2.533885;184;1124;17165;19.8;3398;36906
1201;67;1995;481;643;224;1856;36904;14316;2.577815;257;1597;17755;19.37;3439;38760
1202;67;1996;406;514;250;2053;37651;14979;2.513586;156;788;19237;22.13;4258;39704
1203;67;1997;469;465;253;2167;38151;15324;2.489624;216;398;19768;22.48;4444;40318
1204;67;1998;420;514;232;2141;39032;15716;2.483584;188;667;20233;22.32;4517;41173
1205;67;1999;425;401;249;2115;40642;15976;2.543941;176;1408;20747;23;4771;42757
1206;67;2000;437;105;241;1825;42753;17602;2.428871719;196;1625;21117;16.65;3515;44578
1207;67;2001;475;421;218;1828;43817;18067;2.425250457;257;810;21728;16.85;3661;45645
1208;67;2002;458;537;246;1841;44248;18288;2.419510061;212;232;22253;17.82;3965;46089
1209;67;2003;479;501;271;1841;44606;18475;2.414397835;208;150;22632;18.37;4157;46447
1210;67;2004;516;737;269;1831;45095;18728;2.407891927;247;232;23259;19.48;4531;46926
1211;67;2005;501;732;245;1839;45874;19094;2.402534828;256;531;23858;19.97;4764;47713
1212;67;2006;564;873;302;1832;46576;19423;2.397981774;262;433;24583;20.99;5160;48408
1213;67;2007;597;690;280;1838;47308;19758;2.3943719;317;421;25160;21.47;5402;49146
1214;67;2008;606;692;277;1928;48145;20154;2.38885581;329;598;25719;21.64;5565;50073
1215;67;2009;593;336;275;1910;48849;20488;2.384273721;318;368;25813;20.63;5325;50759
1216;67;2010;589;58.25;270;1715;49726;21144;2.351778282;319;363;25918;18.42;4774;51441
1217;67;2011;543;222;246;1713;50180;21334;2.352113996;297;155;26124;18.34;4790;51893
1218;67;2012;536;154;332;1876;50619;21519;2.352293322;204;398;26266;18.07;4747;52495
1219;67;2013;495;172;315;2097;51316;21814;2.352434217;180;738;26429;17.46;4615;53413
1220;67;2014;552;275;301;1979;51945;22082;2.352368445;251;260;26685;17.25;4603;53924
1221;67;2015;579;278;345;2026;52739;22424;2.35189975;234;607;26948;16.79;4524;54765
1222;67;2016;571;336;351;1975;53457;22738;2.350998329;220;447;27268;16.61;4530;55432
1223;67;2017;503;260;353;1898;53775;22872;2.351128017;150;91;27515;16.87;4643;55673
1224;67;2018;459;564;338;1896;54506;23197;2.349700392;121;608;28070;17.36;4873;56402
1225;69;1985;2785;2619;962;8066;162658;63873;2.546585;1823;2437;72762;12.22;8889;170724
1226;69;1986;2784;1937;1085;8337;166643;65821;2.53176;1699;2557;75415;12.72;9594;174980
1227;69;1987;2660;1536;1015;8517;169634;67423;2.515966;1645;1526;77385;12.87;9962;178151
1228;69;1988;2773;1277;992;8275;171945;68770;2.500291;1781;288;78981;12.93;10211;180220
1229;69;1989;2665;1063;1042;8572;175026;70505;2.482462;1623;1755;80242;12.13;9737;183598
1230;69;1990;2769;1210;1024;6524;180557;70472;2.56211;1745;1738;77811;9.43;7339;187081
1231;69;1991;2699;1517;1090;6799;186743;72906;2.561422;1609;4852;79021;7.74;6115;193542
1232;69;1992;2785;1905;1169;7077;192589;75342;2.556197;1616;4508;80538;6.45;5196;199666
1233;69;1993;2643;2610;1132;7141;199703;77339;2.582177;1511;5667;82443;6.19;5104;206844
1234;69;1994;2793;3170;1144;7387;207549;79859;2.598943;1649;6443;85053;6.11;5194;214936
1235;69;1995;2779;2797;1262;7640;213982;82061;2.607597;1517;5169;88223;6.98;6162;221622
1236;69;1996;2821;3491;1246;7998;219250;83997;2.610212;1575;4051;91020;7.72;7023;227248
1237;69;1997;2784;2776;1302;8353;224443;86334;2.599706;1482;4066;94645;8.78;8311;232796
1238;69;1998;2843;3222;1332;8066;231014;88543;2.60906;1511;4773;97421;9.11;8878;239080
1239;69;1999;2993;3591;1432;7779;238377;91039;2.618405;1561;5515;100714;9.61;9675;246156
1240;69;2000;3228;866;1431;7120;245968;97905;2.512312956;1797;5133;106267;7.87;8362;253088
1241;69;2001;3311;3464;1523;7120;253791;101432;2.502080211;1788;6035;109883;7.69;8451;260911
1242;69;2002;3289;3628;1516;7120;259051;103935;2.49243277;1773;3487;113808;8.68;9873;266171
1243;69;2003;3358;3052;1531;7120;261026;105158;2.482226745;1827;148;117039;10.15;11881;268146
1244;69;2004;3500;3030;1551;7770;265499;107379;2.472541186;1949;3174;120291;10.73;12912;273269
1245;69;2005;3318;3290;1530;7770;268103;108816;2.463819659;1788;816;123765;12.08;14949;275873
1246;69;2006;3511;2907;1540;7770;273257;111307;2.454984862;1971;3183;126495;12.01;15188;281027
1247;69;2007;3517;2221;1532;7787;278967;114060;2.445791689;1985;3742;128796;11.44;14736;286754
1248;69;2008;3425;1331;1687;7812;284582;116799;2.436510587;1738;3902;130534;10.52;13735;292394
1249;69;2009;3566;1254;1664;7812;289690;119363;2.42696648;1902;3206;132197;9.71;12834;297502
1250;69;2010;3378;120.15;1818;8530;292002;120676;2.419718917;1560;1470;133124;9.35;12448;300532
1251;69;2011;3313;1273.89;1861;8376;296946;122699;2.420117523;1452;3338;134560;8.81;11861;305322
1252;69;2012;3407;1338.83;1871;8447;302502;124969;2.420616313;1536;4091;136076;8.16;11107;310949
1253;69;2013;3375;2170;1990;8623;307735;127081;2.421565773;1385;4024;138206;8.05;11125;316358
1254;69;2014;3490;2711;1986;8938;315219;130100;2.422897771;1504;6295;140877;7.65;10777;324157
1255;69;2015;3448;2665.68;2246;9373;324056;133678;2.424153563;1202;8070;143650;6.94;9972;333429
1256;69;2016;3463;2588.02;2182;9323;329740;135948;2.425486215;1281;4353;146095;6.95;10147;339063
1257;69;2017;3346;3628.87;2407;9375;334675;137872;2.427432691;939;4048;149026;7.48;11154;344050
1258;69;2018;3284;3092.87;2396;9410;340952;140370;2.428952055;888;5424;152217;7.78;11847;350362
1259;71;1985;185;22;163;469;13772;5313;2.592133;22;-496;6645;20.05;1332;14241
1260;71;1986;183;19;191;462;13651;5312;2.569842;-8;-120;6727;21.03;1415;14113
1261;71;1987;191;21;197;472;13925;5456;2.552236;-6;290;6806;19.84;1350;14397
1262;71;1988;183;19;162;385;13837;5459;2.534713;21;-196;6833;20.11;1374;14222
1263;71;1989;155;26;161;356;13604;5410;2.514603;-6;-256;6838;20.88;1428;13960
1264;71;1990;208;36;182;382;13390;5421;2.470024;26;-214;6975;22.28;1554;13772
1265;71;1991;193;55;196;394;13422;5467;2.455094;-3;47;7011;22.02;1544;13816
1266;71;1992;197;38;149;374;13655;5393;2.531986;48;165;7066;23.68;1673;14029
1267;71;1993;152;39;157;389;13823;5728;2.413233;-5;188;7104;19.37;1376;14212
1268;71;1994;176;59;173;432;14322;5953;2.405846;3;539;7143;16.66;1190;14754
1269;71;1995;169;108;210;394;14515;6081;2.386943;-41;196;7202;15.57;1121;14909
1270;71;1996;156;83;179;404;14563;6171;2.359909;-23;81;7314;15.63;1143;14967
1271;71;1997;146;85;181;409;14636;6286;2.328349;-35;113;7397;15.02;1111;15045
1272;71;1998;163;87;151;377;14677;6345;2.31316;12;-3;7482;15.2;1137;15054
1273;71;1999;161;89;183;345;14797;6441;2.297314;-22;110;7569;14.9;1128;15142
1274;71;2000;193;20;162;391;14895;6212;2.397778493;31;117;7647;18.77;1435;15286
1275;71;2001;165;81;209;391;14919;6249;2.387421988;-44;68;7721;19.06;1472;15310
1276;71;2002;172;76;184;578;15081;6344;2.37720681;-12;361;7790;18.56;1446;15659
1277;71;2003;168;104;162;870;15219;6432;2.36613806;6;424;7887;18.45;1455;16089
1278;71;2004;176;72;186;868;14832;6295;2.356155679;-10;-379;7953;20.85;1658;15700
1279;71;2005;177;45;165;870;14700;6267;2.345619914;12;-142;7991;21.57;1724;15570
1280;71;2006;189;54;171;873;14679;6287;2.334817878;18;-36;8037;21.77;1750;15552
1281;71;2007;177;47;152;862;14663;6310;2.323771791;25;-52;8080;21.91;1770;15525
1282;71;2008;190;60;176;866;14620;6321;2.31292517;14;-53;8161;22.55;1840;15486
1283;71;2009;193;32;165;862;14615;6348;2.302299937;28;-37;8204;22.62;1856;15477
1284;71;2010;154;4.5;176;858;14549;6340;2.294794953;-22;-48;8221;22.88;1881;15407
1285;71;2011;149;66.05;196;861;14179;6179;2.294707882;-47;-320;8285;25.42;2106;15040
1286;71;2012;149;79.94;163;783;14179;6181;2.293965378;-14;-64;8362;26.08;2181;14962
1287;71;2013;147;129.83;185;786;13585;5921;2.29437595;-38;-553;8488;30.24;2567;14371
1288;71;2014;119;39.65;159;879;13176;5744;2.293871866;-40;-276;8526;32.63;2782;14055
1289;71;2015;125;5.97;181;884;13168;5741;2.29367706;-56;53;8532;32.71;2791;14052
1290;71;2016;130;3;184;883;13193;5751;2.29403582;-54;78;8535;32.62;2784;14076
1291;71;2017;145;4;182;882;13328;5846;2.27984947;-37;171;8542;31.56;2696;14210
1292;71;2018;102;17;161;918;13568;5914;2.294217112;-59;335;8563;30.94;2649;14486
1293;73;1985;76;6;51;107;4481;1872;2.393697;25;92;2296;18.47;424;4588
1294;73;1986;80;2;47;103;4328;1829;2.36632;33;-190;2265;19.25;436;4431
1295;73;1987;67;1;51;104;4338;1850;2.344865;16;-5;2231;17.08;381;4442
1296;73;1988;81;4;62;107;4470;1923;2.324493;19;116;2235;13.96;312;4577
1297;73;1989;56;6;47;108;4441;1933;2.297465;9;-37;2397;19.36;464;4549
1298;73;1990;60;-50;53;105;4609;1817;2.536599;7;158;2204;17.56;387;4714
1299;73;1991;61;40;65;585;4845;1892;2.560782;-4;720;2226;15;334;5430
1300;73;1992;51;1;60;1035;4940;1930;2.559586;-9;554;2266;14.83;336;5975
1301;73;1993;56;23;58;1074;4804;2051;2.342272;-2;-95;2267;9.53;216;5878
1302;73;1994;59;1;52;1085;4854;2087;2.325827;7;54;2290;8.86;203;5939
1303;73;1995;54;6;60;991;4992;2169;2.301522;-6;50;2291;5.33;122;5983
1304;73;1996;61;16;67;1973;4139;1884;2.196921;-6;135;2297;17.98;413;6112
1305;73;1997;56;16;60;1074;5020;2260;2.221239;-4;-14;2313;2.29;53;6094
1306;73;1998;61;18;55;1068;5039;2280;2.210088;6;7;2329;2.1;49;6107
1307;73;1999;52;13;65;1062;5034;2299;2.189648;-13;2;2347;2.05;48;6096
1308;73;2000;54;3;50;1056;5107;2101;2.430747263;4;71;2403;12.57;302;6163
1309;73;2001;52;13;61;1044;5032;2079;2.42039442;-9;-78;2412;13.81;333;6076
1310;73;2002;59;7;63;1046;5001;2074;2.411282546;-4;-25;2413;14.05;339;6047
1311;73;2003;62;8;60;1046;5006;2085;2.400959233;2;3;2416;13.7;331;6052
1312;73;2004;63;5;46;1059;4848;2027;2.391711889;17;-162;2416;16.1;389;5907
1313;73;2005;46;5;49;1072;4715;1980;2.381313131;-3;-117;2416;18.05;436;5787
1314;73;2006;80;6;51;1077;4588;1933;2.373512675;29;-151;2416;19.99;483;5665
1315;73;2007;61;9;56;1073;4498;1902;2.364879075;5;-99;2420;21.4;518;5571
1316;73;2008;51;2;55;1075;4447;1888;2.355402542;-4;-45;2417;21.89;529;5522
1317;73;2009;61;1;50;1088;4375;1865;2.345844504;11;-70;2420;22.93;555;5463
1318;73;2010;57;1.75;48;1030;4444;1950;2.278974359;9;2;2422;19.49;472;5474
1319;73;2011;64;1;52;971;4416;1940;2.27628866;12;-99;2423;19.93;483;5387
1320;73;2012;50;4;56;1027;4415;1940;2.275773196;-6;61;2426;20.03;486;5442
1321;73;2013;72;9;41;1014;4410;1936;2.277892562;31;-49;2437;20.56;501;5424
1322;73;2014;49;7.81;47;1032;4479;1965;2.279389313;2;85;2444;19.6;479;5511
1323;73;2015;69;2;66;1022;4525;1985;2.279596977;3;33;2446;18.85;461;5547
1324;73;2016;52;15;59;959;4589;2013;2.279682067;-7;8;2461;18.2;448;5548
1325;73;2017;53;10;53;953;4567;2004;2.278942116;0;-28;2470;18.87;466;5520
1326;73;2018;59;11;56;1001;4579;2009;2.279243405;3;57;2481;19.02;472;5580
1327;75;1985;288;12;163;624;18439;7377;2.499526;125;-455;8381;11.98;1004;19063
1328;75;1986;264;8;154;598;17569;7144;2.459266;110;-1006;8389;14.84;1245;18167
1329;75;1987;257;2;170;590;17150;7072;2.425056;87;-514;8393;15.74;1321;17740
1330;75;1988;232;-7;181;500;17432;7292;2.390565;51;141;8404;13.23;1112;17932
1331;75;1989;243;13;162;437;17288;7342;2.354672;81;-288;8340;11.97;998;17725
1332;75;1990;235;4;197;387;17100;6978;2.450559;38;-276;7824;10.81;846;17487
1333;75;1991;234;10;179;379;17124;7143;2.397312;55;-39;7828;8.75;685;17503
1334;75;1992;242;5;186;361;17201;7218;2.38307;56;3;7838;7.91;620;17562
1335;75;1993;262;8;162;418;17541;6928;2.531899;100;297;7843;11.67;915;17959
1336;75;1994;238;36;136;421;18407;7194;2.55866;102;767;7851;8.37;657;18828
1337;75;1995;244;85;177;470;18898;7319;2.582047;67;473;7887;7.2;568;19368
1338;75;1996;244;101;174;538;19123;7366;2.596117;70;223;7972;7.6;606;19661
1339;75;1997;236;108;195;619;19389;7458;2.599759;41;306;8073;7.62;615;20008
1340;75;1998;258;137;178;678;19325;7366;2.623541;80;-85;8181;9.96;815;20003
1341;75;1999;256;55;183;737;19552;7389;2.646096;73;213;8318;11.17;929;20289
1342;75;2000;246;18;194;1988;18667;7621;2.449416087;52;309;8473;10.06;852;20655
1343;75;2001;270;71;206;2322;20032;8218;2.437576053;64;1635;8531;3.67;313;22354
1344;75;2002;250;61;204;2263;19832;8173;2.426526367;46;-305;8608;5.05;435;22095
1345;75;2003;298;37;193;2369;20002;8273;2.41774447;105;171;8723;5.16;450;22371
1346;75;2004;239;53;210;2324;19857;8252;2.406325739;29;-219;8805;6.28;553;22181
1347;75;2005;223;45;202;2336;19752;8251;2.393891649;21;-114;8854;6.81;603;22088
1348;75;2006;230;54;199;2329;19938;8369;2.382363484;31;148;8878;5.73;509;22267
1349;75;2007;244;40;180;2454;19949;8416;2.37036597;64;72;8919;5.64;503;22403
1350;75;2008;231;19;207;2419;19905;8442;2.357853589;24;-103;8962;5.8;520;22324
1351;75;2009;253;11;194;2455;20062;8552;2.345884004;59;134;8990;4.87;438;22517
1352;75;2010;206;3.75;202;3474;18819;8052;2.337183308;4;-228;8985;10.38;933;22293
1353;75;2011;212;15;182;3418;18695;7998;2.337459365;30;-210;9000;11.13;1002;22113
1354;75;2012;223;13;182;3253;18644;7978;2.336926548;41;-257;9013;11.48;1035;21897
