"id";"countyfips";"year";"births";"censusbuildingpermits";"deaths";"groupquarterspopulation";"householdpopulation";"households";"householdsize";"naturalincrease";"netmigration";"totalhousingunits";"vacancyrate";"vacanthousingunits";"totalpopulation"
744;39;2014;179;78;120;73;23924;8711;2.746412582;59;436;9129;4.58;418;23997
745;39;2015;208;115;138;73;24514;8927;2.746051305;70;520;9241;3.4;314;24587
746;39;2016;201;150;124;73;25019;9109;2.746624218;77;428;9387;2.96;278;25092
747;39;2017;222;120;154;73;25628;9330;2.746838156;68;541;9505;1.84;175;25701
748;39;2018;197;163;149;73;26145;9518;2.746900609;48;469;9666;1.53;148;26218
749;41;1985;7055;6499;1851;17384;351122;133562;2.628906;5204;8645;149466;10.64;15904;368506
750;41;1986;7592;6364;2010;17872;361432;138529;2.609071;5582;5216;156153;11.29;17624;379304
751;41;1987;7642;2661;2118;18554;374166;144240;2.594052;5524;7892;162616;11.3;18376;392720
752;41;1988;7657;1525;2068;20592;374673;145431;2.576294;5589;-3044;165354;12.05;19923;395265
753;41;1989;7613;854;2172;19366;376948;147299;2.559067;5441;-4392;166667;11.62;19368;396314
754;41;1990;7343;1025;2134;15554;382333;146965;2.601524;5209;-3636;165056;10.96;18091;397887
755;41;1991;7289;1187;2260;15447;390507;147907;2.64022;5029;3038;166081;10.94;18174;405954
756;41;1992;7498;2789;2204;16052;406763;154318;2.635875;5294;11567;167268;7.74;12950;422815
757;41;1993;7479;3682;2324;16644;420491;160771;2.615465;5155;9165;170159;5.52;9388;437135
758;41;1994;7444;3764;2326;17237;439263;166447;2.639056;5118;14247;173741;4.2;7294;456500
759;41;1995;7763;4723;2432;17822;451871;170856;2.644748;5331;7862;177505;3.75;6649;469693
760;41;1996;7611;5291;2558;17627;459362;174384;2.634198;5053;2243;182530;4.46;8146;476989
761;41;1997;7744;4792;2694;19211;467594;178758;2.615793;5050;4766;187987;4.91;9229;486805
762;41;1998;7738;4953;2729;19539;478482;182589;2.620541;5009;6207;193073;5.43;10484;498021
763;41;1999;8041;5536;2819;19867;488948;186150;2.626634;5222;5572;198250;6.1;12100;508815
764;41;2000;8276;1522;2914;15396;504406;193554;2.606022092;5362;5631;204091;5.16;10537;519802
765;41;2001;8338;6087;2999;15502;520834;200185;2.601763369;5339;11195;211168;5.2;10983;536336
766;41;2002;8703;6923;3125;15428;529812;204070;2.596226785;5578;3326;217845;6.32;13775;545240
767;41;2003;8420;6627;3215;15429;536239;206723;2.593997765;5205;1223;226996;8.93;20273;551668
768;41;2004;8234;5103;3378;15526;542929;209755;2.588395986;4856;1931;233118;10.02;23363;558455
769;41;2005;8543;6318;3252;15560;553762;214275;2.584351884;5291;5576;239367;10.48;25092;569322
770;41;2006;8624;6529;3430;16080;566422;219699;2.578172864;5194;7986;244173;10.02;24474;582502
771;41;2007;8921;4197;3354;16022;572750;222624;2.572723516;5567;703;247960;10.22;25336;588772
772;41;2008;9043;2926;3464;16080;582980;227125;2.566780407;5579;4709;250335;9.27;23210;599060
773;41;2009;8587;1905;3513;16255;592263;231329;2.560262656;5074;4384;251891;8.16;20562;608518
774;41;2010;9002;333.2;3526;19141;608091;237924;2.555820346;5476;13238;253716;6.22;15792;627232
775;41;2011;9231;1387.29;3651;20222;618348;241922;2.555980853;5580;5758;255005;5.13;13083;638570
776;41;2012;9156;1842.93;3781;20001;627398;245415;2.556477803;5375;3454;256752;4.42;11337;647399
777;41;2013;9086;2877.71;3940;20279;636484;248896;2.557228722;5146;4218;259326;4.02;10430;656763
778;41;2014;9181;3377.71;4050;20175;643782;251687;2.55786751;5131;2063;262582;4.15;10895;663957
779;41;2015;9435;3315.61;4160;20568;655095;256056;2.558405193;5275;6431;265769;3.65;9713;675663
780;41;2016;9473;3102.15;4327;21080;668497;261278;2.558565972;5146;8768;268729;2.77;7451;689577
781;41;2017;9474;3492;4674;21024;680520;265849;2.559798984;4800;7167;272129;2.31;6280;701544
782;41;2018;9336;4855;4651;21028;693370;270780;2.560639634;4685;8169;275484;1.71;4704;714398
783;43;1985;364;259;374;2749;28617;10955;2.612232;-10;93;13085;16.28;2130;31366
784;43;1986;401;261;344;2687;28443;10868;2.617133;57;-293;13450;19.2;2582;31130
785;43;1987;364;110;358;2697;28697;10955;2.619534;6;258;13761;20.39;2806;31394
786;43;1988;350;78;415;3583;28310;10830;2.614035;-65;564;13897;22.07;3067;31893
787;43;1989;366;122;399;4037;28077;10732;2.616194;-33;254;14600;26.49;3868;32114
788;43;1990;312;127;429;3903;28297;11713;2.415863;-117;203;13683;14.4;1970;32200
789;43;1991;336;81;402;3734;28503;11609;2.45525;-66;103;13837;16.1;2228;32237
790;43;1992;357;169;407;3911;29907;11768;2.541384;-50;1631;13923;15.48;2155;33818
791;43;1993;391;209;420;5854;30653;12579;2.436839;-29;2718;14105;10.82;1526;36507
792;43;1994;384;277;396;6831;31874;12565;2.536729;-12;2210;14336;12.35;1771;38705
793;43;1995;418;336;479;8080;32442;12776;2.539292;-61;1878;14635;12.7;1859;40522
794;43;1996;448;241;514;11970;29858;11726;2.546307;-66;1372;14971;21.68;3245;41828
795;43;1997;444;327;448;8295;34549;13489;2.561272;-4;1020;15212;11.33;1723;42844
796;43;1998;406;356;470;8745;35068;13666;2.566076;-64;1033;15539;12.05;1873;43813
797;43;1999;445;416;476;9195;35949;13930;2.580689;-31;1362;15895;12.36;1965;45144
798;43;2000;473;94;462;9143;37227;15344;2.426160063;11;1224;17230;10.95;1886;46370
799;43;2001;446;374;479;9061;37672;15616;2.412397541;-33;396;17347;9.98;1731;46733
800;43;2002;404;360;464;9109;37860;15781;2.39908751;-60;296;17559;10.13;1778;46969
801;43;2003;420;239;516;9164;37664;15783;2.386365076;-96;-45;17692;10.79;1909;46828
802;43;2004;401;296;494;9280;37260;15701;2.373097255;-93;-195;17975;12.65;2274;46540
803;43;2005;402;215;493;9243;37204;15764;2.360060898;-91;-2;18191;13.34;2427;46447
804;43;2006;439;262;483;9219;37484;15969;2.34729789;-44;300;18444;13.42;2475;46703
805;43;2007;422;235;516;9197;37457;16045;2.334496728;-94;45;18685;14.13;2640;46654
806;43;2008;425;154;458;9347;37427;16124;2.321198214;-33;153;18925;14.8;2801;46774
807;43;2009;413;91;491;9305;37330;16169;2.308738945;-78;-61;19104;15.36;2935;46635
808;43;2010;373;11.5;504;8704;38150;16594;2.299023744;-131;350;19256;13.82;2662;46854
809;43;2011;379;53;528;9058;38370;16589;2.31297848;-149;723;19344;14.24;2755;47428
810;43;2012;388;46;498;8681;38407;16604;2.313117321;-110;-230;19388;14.36;2784;47088
811;43;2013;335;52;529;8364;37970;16417;2.31284644;-194;-560;19439;15.55;3022;46334
812;43;2014;380;53;541;8211;37935;16402;2.312827704;-161;-27;19490;15.84;3088;46146
813;43;2015;381;55;546;8151;38144;16491;2.313019223;-165;314;19543;15.62;3052;46295
814;43;2016;379;54;541;8299;38715;16738;2.313000358;-162;881;19592;14.57;2854;47014
815;43;2017;379;85;575;8443;39173;16938;2.312728776;-196;798;19696;14;2758;47616
816;43;2018;375;119;562;8319;39598;17121;2.312832194;-187;488;19819;13.61;2698;47917
817;45;1985;467;56;172;444;25270;9426;2.680883;295;-238;12647;25.47;3221;25714
818;45;1986;441;22;173;448;25743;9638;2.67099;268;209;12265;21.42;2627;26191
819;45;1987;424;68;193;451;25936;9728;2.666118;231;-35;12078;19.46;2350;26387
820;45;1988;418;111;178;645;26680;9944;2.683025;240;698;12166;18.26;2222;27325
821;45;1989;445;182;206;725;28084;10490;2.677216;239;1245;12290;14.65;1800;28809
822;45;1990;493;216;192;691;29460;11266;2.614948;301;1041;12517;9.99;1251;30151
823;45;1991;495;132;210;721;30509;11812;2.582882;285;794;12733;7.23;921;31230
824;45;1992;462;327;188;714;30625;11868;2.580468;274;-165;12880;7.86;1012;31339
825;45;1993;426;376;204;749;31825;12142;2.621067;222;1013;13220;8.15;1078;32574
826;45;1994;465;533;212;768;33728;12737;2.648033;253;1669;13648;6.67;911;34496
827;45;1995;498;406;229;807;35610;13407;2.656075;269;1652;14181;5.46;774;36417
828;45;1996;561;384;230;837;36840;13876;2.654944;331;929;14695;5.57;819;37677
829;45;1997;603;403;250;876;38018;14332;2.652665;353;864;15131;5.28;799;38894
830;45;1998;580;497;237;961;40270;14936;2.69617;343;1994;15534;3.85;598;41231
831;45;1999;676;635;256;1046;41645;15455;2.694597;420;1040;16097;3.99;642;42691
832;45;2000;733;164;242;849;43391;16387;2.647891621;491;1055;17521;6.47;1134;44240
833;45;2001;796;655;269;850;45057;16962;2.656349487;527;1140;18229;6.95;1267;45907
834;45;2002;811;546;282;848;45880;17228;2.663106571;529;292;18927;8.98;1699;46728
835;45;2003;866;508;288;849;46635;17459;2.671115184;578;178;19525;10.58;2066;47484
836;45;2004;811;356;275;843;47313;17660;2.679105323;536;136;20008;11.74;2348;48156
837;45;2005;832;485;271;848;48408;18011;2.687690856;561;539;20598;12.56;2587;49256
838;45;2006;893;569;274;852;50254;18643;2.695596202;619;1231;21230;12.19;2587;51106
839;45;2007;971;718;290;847;51829;19162;2.704780294;681;889;22106;13.32;2944;52676
840;45;2008;975;574;286;830;53396;19680;2.713211382;689;861;22805;13.7;3125;54226
841;45;2009;997;385;268;851;54549;20048;2.720919792;729;445;23145;13.38;3097;55400
842;45;2010;912;19.5;278;884;55266;20272;2.726223362;634;116;23327;13.1;3055;56150
843;45;2011;863;37;294;868;55242;20263;2.726249815;569;-609;23363;13.27;3100;56110
844;45;2012;788;33;252;884;55965;20526;2.726541947;536;203;23395;12.26;2869;56849
845;45;2013;822;96;281;849;56179;20610;2.725812712;541;-362;23486;12.25;2876;57028
846;45;2014;773;76;288;883;56385;20685;2.725888325;485;-245;23560;12.2;2875;57268
847;45;2015;767;83;338;875;56954;20890;2.726376257;429;132;23638;11.63;2748;57829
848;45;2016;839;144;337;884;58079;21301;2.726585606;502;632;23774;10.4;2473;58963
849;45;2017;823;166;322;880;58293;21378;2.726775189;501;-291;23932;10.67;2554;59173
850;45;2018;781;194;340;880;58932;21606;2.727575673;441;198;24124;10.44;2518;59812
851;47;1985;41;36;17;51;3030;1128;2.68617;24;31;2185;48.38;1057;3081
852;47;1986;41;24;12;53;3184;1170;2.721368;29;127;2219;47.27;1049;3237
853;47;1987;58;16;10;53;3226;1162;2.776248;48;-6;2240;48.13;1078;3279
854;47;1988;41;16;13;51;3121;1110;2.811712;28;-135;2256;50.8;1146;3172
855;47;1989;41;20;10;50;3064;1078;2.842301;31;-89;2265;52.41;1187;3114
856;47;1990;34;16;11;2;3067;1308;2.344801;23;-68;2438;46.35;1130;3069
857;47;1991;31;17;15;2;3087;1327;2.3263;16;4;2454;45.93;1127;3089
858;47;1992;32;34;22;2;3242;1382;2.345876;10;145;2471;44.07;1089;3244
859;47;1993;40;32;13;2;3374;1438;2.346314;27;105;2505;42.59;1067;3376
860;47;1994;37;58;14;2;3497;1487;2.351715;23;100;2537;41.39;1050;3499
861;47;1995;45;67;16;2;3666;1561;2.348495;29;140;2595;39.85;1034;3668
862;47;1996;48;254;13;2;3790;1618;2.342398;35;89;2662;39.22;1044;3792
863;47;1997;41;80;14;3;4032;1750;2.304;27;216;2916;39.99;1166;4035
864;47;1998;48;86;13;3;4243;1841;2.304726;35;176;2996;38.55;1155;4246
865;47;1999;46;81;16;3;4535;1937;2.341249;30;262;3082;37.15;1145;4538
866;47;2000;72;20;17;24;4779;2066;2.313165537;55;210;2950;29.97;884;4803
867;47;2001;57;81;15;24;4805;2088;2.301245211;42;-16;3035;31.2;947;4829
868;47;2002;66;63;26;24;4806;2099;2.289661744;40;-39;3102;32.33;1003;4830
869;47;2003;53;69;31;24;4827;2118;2.279036827;22;-1;3175;33.29;1057;4851
870;47;2004;56;54;26;46;4779;2107;2.268153773;30;-56;3234;34.85;1127;4825
871;47;2005;55;73;20;52;4840;2145;2.256410256;35;32;3312;35.24;1167;4892
872;47;2006;73;83;28;45;4908;2190;2.24109589;45;16;3401;35.61;1211;4953
873;47;2007;58;72;19;37;4927;2211;2.228403437;39;-28;3479;36.45;1268;4964
874;47;2008;49;39;30;37;5047;2279;2.214567793;19;101;3524;35.33;1245;5084
875;47;2009;52;44;26;37;5359;2435;2.200821355;26;286;3545;31.31;1110;5396
876;47;2010;47;4;25;49;5414;2471;2.191015783;22;45;3564;30.67;1093;5463
877;47;2011;47;4;28;49;5371;2450;2.192244898;19;-62;3568;31.33;1118;5420
878;47;2012;39;16;27;49;5373;2452;2.191272431;12;-10;3584;31.58;1132;5422
879;47;2013;48;8;21;49;5473;2497;2.191830196;27;73;3592;30.48;1095;5522
880;47;2014;40;14;30;49;5690;2597;2.190989603;10;207;3606;27.98;1009;5739
881;47;2015;39;13;34;49;5746;2622;2.191456903;5;51;3619;27.55;997;5795
882;47;2016;42;16;30;49;5854;2672;2.190868263;12;96;3635;26.49;963;5903
883;47;2017;40;31;30;49;5953;2725;2.184587156;10;89;3675;25.85;950;6002
884;47;2018;42;34;23;49;6049;2767;2.186122154;19;77;3708;25.38;941;6098
885;49;1985;144;160;41;9;9203;3751;2.453479;103;218;9948;62.29;6197;9212
886;49;1986;157;96;30;9;9130;3785;2.412153;127;-200;10113;62.57;6328;9139
887;49;1987;122;77;37;9;8899;3749;2.3737;85;-316;10213;63.29;6464;8908
888;49;1988;104;44;29;9;8458;3620;2.336464;75;-516;10301;64.86;6681;8467
889;49;1989;110;38;40;9;8169;3556;2.297244;70;-359;10305;65.49;6749;8178
890;49;1990;120;63;32;75;7931;3168;2.503472;88;-260;9985;68.27;6817;8006
891;49;1991;100;61;35;73;8316;3129;2.657718;65;318;10048;68.86;6919;8389
892;49;1992;90;89;33;72;8532;3046;2.801051;57;158;10109;69.87;7063;8604
893;49;1993;86;129;40;80;8845;3376;2.619964;46;275;10198;66.9;6822;8925
894;49;1994;91;273;40;82;9257;3465;2.671573;51;363;10327;66.45;6862;9339
895;49;1995;117;247;33;87;9866;3645;2.706722;84;530;10600;65.61;6955;9953
896;49;1996;111;282;44;90;10421;3808;2.736607;67;491;10847;64.89;7039;10511
897;49;1997;124;364;42;92;10874;3949;2.753608;82;373;11129;64.52;7180;10966
898;49;1998;134;644;42;92;11317;4055;2.790875;92;351;11493;64.72;7438;11409
899;49;1999;136;485;55;92;11903;4208;2.82866;81;505;12137;65.33;7929;11995
900;49;2000;150;132;59;393;12460;5255;2.371075167;91;766;12198;56.92;6943;12853
901;49;2001;153;529;62;393;12890;5464;2.359077599;91;339;12716;57.03;7252;13283
902;49;2002;159;466;67;393;13068;5562;2.349514563;92;86;13169;57.76;7607;13461
903;49;2003;163;348;54;393;13295;5682;2.339845125;109;118;13267;57.17;7585;13688
904;49;2004;142;432;40;393;13519;5798;2.331666092;102;122;13662;57.56;7864;13912
905;49;2005;146;513;73;393;13504;5813;2.323068983;73;-88;14074;58.7;8261;13897
906;49;2006;139;606;59;393;13742;5939;2.313857552;80;158;14541;59.16;8602;14135
907;49;2007;170;792;49;393;13946;6053;2.303981497;121;83;15327;60.51;9274;14339
908;49;2008;156;574;57;393;14142;6163;2.294661691;99;97;15786;60.96;9623;14535
909;49;2009;145;313;54;393;14271;6248;2.284090909;91;38;15980;60.9;9732;14664
910;49;2010;138;35;44;222;14568;6444;2.260707635;94;32;16094;59.96;9650;14790
911;49;2011;106;64.37;66;222;14336;6342;2.260485651;40;-272;16175;60.79;9833;14558
912;49;2012;111;49.26;45;222;13995;6188;2.261635423;66;-407;16302;62.04;10114;14217
913;49;2013;117;33.64;61;222;14086;6230;2.260995185;56;35;16365;61.93;10135;14308
914;49;2014;123;39.35;66;222;14334;6359;2.253773585;57;191;16391;61.2;10032;14556
915;49;2015;113;68.53;77;222;14498;6442;2.25054331;36;128;16454;60.85;10012;14720
916;49;2016;127;130.43;66;222;14947;6647;2.243620534;61;388;16579;59.91;9932;15169
917;49;2017;129;158.02;67;222;15127;6725;2.244362018;62;118;16732;59.81;10007;15349
918;49;2018;107;198;85;222;15259;6785;2.243970588;22;110;16921;59.9;10136;15481
919;51;1985;140;87;50;1399;8991;4072;2.208006;90;-117;7165;43.17;3093;10390
920;51;1986;149;117;51;1472;9418;4368;2.156136;98;402;7243;39.69;2875;10890
921;51;1987;126;119;58;1485;9370;4448;2.106565;68;-103;7350;39.48;2902;10855
922;51;1988;129;126;52;1032;9795;4525;2.164641;77;-105;7477;39.48;2952;10827
923;51;1989;126;123;36;989;9520;4507;2.11227;90;-408;7544;40.26;3037;10509
924;51;1990;127;163;47;1087;9194;3855;2.384955;80;-308;7294;47.15;3439;10281
925;51;1991;124;166;47;1078;9338;3984;2.343875;77;58;7457;46.57;3473;10416
926;51;1992;122;233;50;1139;9637;4274;2.254797;72;288;7623;43.93;3349;10776
927;51;1993;138;257;57;1327;9984;4325;2.308439;81;454;7856;44.95;3531;11311
928;51;1994;124;339;43;1235;10436;4565;2.28609;81;279;8113;43.73;3548;11671
929;51;1995;91;325;59;1182;10792;4721;2.285956;32;271;8452;44.14;3731;11974
930;51;1996;129;235;49;1110;11134;4872;2.285304;80;190;8777;44.49;3905;12244
931;51;1997;118;276;61;1074;11331;4992;2.269832;57;104;9012;44.61;4020;12405
932;51;1998;134;260;33;1079;12363;5083;2.432225;101;936;9288;45.27;4205;13442
933;51;1999;130;309;48;1084;12652;5472;2.312135;82;212;9660;43.35;4188;13736
934;51;2000;155;80;53;975;13014;5667;2.29645315;102;151;9222;38.55;3555;13989
935;51;2001;186;321;66;1039;13306;5810;2.290189329;120;236;9571;39.3;3761;14345
936;51;2002;171;194;71;1113;13203;5786;2.281887314;100;-129;9793;40.92;4007;14316
937;51;2003;178;194;73;1066;13140;5775;2.275324675;105;-215;10020;42.37;4245;14206
938;51;2004;165;191;70;897;13333;5884;2.265975527;95;-71;10244;42.56;4360;14230
939;51;2005;168;192;73;839;13634;6035;2.25915493;95;148;10456;42.28;4421;14473
940;51;2006;158;262;51;841;13809;6134;2.251222693;107;70;10738;42.88;4604;14650
941;51;2007;162;243;49;830;14127;6298;2.243093045;113;194;11002;42.76;4704;14957
942;51;2008;168;173;66;808;14329;6412;2.234716157;102;78;11214;42.82;4802;15137
943;51;2009;182;87;59;808;14458;6493;2.227048675;123;6;11338;42.74;4846;15266
944;51;2010;158;21.75;69;850;14459;6511;2.220703425;89;-46;11431;43.04;4920;15309
945;51;2011;152;73;58;868;14539;6546;2.221051024;94;4;11452;42.84;4906;15407
946;51;2012;164;50;74;824;14568;6560;2.220731707;90;-105;11467;42.79;4907;15392
947;51;2013;149;47;65;1002;14605;6577;2.220617303;84;131;11486;42.74;4909;15607
948;51;2014;136;64;54;991;14808;6669;2.220422852;82;110;11512;42.07;4843;15799
949;51;2015;138;58;79;989;15142;6820;2.220234604;59;273;11533;40.87;4713;16131
950;51;2016;158;101;79;1019;15429;6950;2.22;79;238;11565;39.9;4615;16448
951;51;2017;135;103;67;1032;15852;7140;2.220168067;68;368;11663;38.78;4523;16884
952;51;2018;126;142;81;1032;16141;7271;2.21991473;45;244;11799;38.38;4528;17173
953;53;1985;5;20;0;0;472;168;2.809524;5;-116;888;81.08;720;472
954;53;1986;6;4;3;0;468;165;2.836364;3;-7;908;81.83;743;468
955;53;1987;8;15;0;0;508;176;2.886364;6;32;913;80.72;737;508
956;53;1988;3;19;4;0;489;166;2.945783;-1;-18;929;82.13;763;489
957;53;1989;5;10;4;0;476;160;2.975;1;-14;987;83.79;827;476
958;53;1990;3;13;3;0;463;214;2.163551;0;-13;1254;82.93;1040;463
959;53;1991;3;7;0;0;453;199;2.276382;3;-13;1267;84.29;1068;453
960;53;1992;4;12;0;0;504;210;2.4;4;47;1274;83.52;1064;504
961;53;1993;9;19;0;0;546;245;2.228571;9;33;1286;80.95;1041;546
962;53;1994;5;32;0;0;612;274;2.233577;5;61;1305;79;1031;612
963;53;1995;3;17;4;0;659;294;2.241497;-1;48;1337;78.01;1043;659
964;53;1996;7;29;3;0;707;314;2.251592;4;44;1354;76.81;1040;707
965;53;1997;4;20;4;0;739;330;2.239394;0;32;1383;76.14;1053;739
966;53;1998;6;13;0;0;776;345;2.249275;6;31;1403;75.41;1058;776
967;53;1999;8;13;4;0;784;345;2.272464;4;4;1416;75.64;1071;784
968;53;2000;12;4;0;0;792;360;2.2;12;-7;1307;72.46;947;792
969;53;2001;6;15;4;0;804;366;2.196721311;2;10;1316;72.19;950;804
970;53;2002;10;16;5;0;806;367;2.196185286;5;-3;1325;72.3;958;806
971;53;2003;5;14;1;0;784;358;2.189944134;4;-26;1333;73.14;975;784
972;53;2004;8;8;1;0;831;380;2.186842105;7;40;1335;71.54;955;831
973;53;2005;8;15;2;0;813;372;2.185483871;6;-24;1343;72.3;971;813
974;53;2006;7;17;5;0;830;380;2.184210526;2;15;1356;71.98;976;830
975;53;2007;9;12;1;0;845;388;2.177835052;8;7;1363;71.53;975;845
976;53;2008;8;27;2;0;824;378;2.17989418;6;-27;1383;72.67;1005;824
977;53;2009;10;17;2;0;827;380;2.176315789;8;-5;1386;72.58;1006;827
978;53;2010;10;2.25;4;56;787;362;2.174033149;6;10;1391;73.98;1029;843
979;53;2011;5;1;7;56;768;353;2.175637394;-2;-17;1392;74.64;1039;824
980;53;2012;6;6.12;3;56;745;342;2.178362573;3;-26;1398;75.54;1056;801
981;53;2013;10;2.72;5;56;748;344;2.174418605;5;-2;1401;75.45;1057;804
982;53;2014;6;4.08;4;56;715;329;2.17325228;2;-35;1405;76.58;1076;771
983;53;2015;7;4.08;5;56;708;325;2.178461538;2;-9;1409;76.93;1084;764
984;53;2016;2;6;4;56;730;335;2.179104478;-2;24;1415;76.33;1080;786
985;53;2017;4;7;4;56;735;338;2.174556213;0;5;1422;76.23;1084;791
986;53;2018;1;8;7;56;751;346;2.170520231;-6;22;1430;75.8;1084;807
987;55;1985;85;38;81;144;6665;2778;2.399208;4;165;4123;32.62;1345;6809
988;55;1986;83;31;80;144;6608;2811;2.350765;3;-60;4179;32.74;1368;6752
989;55;1987;71;70;69;142;6358;2757;2.30613;2;-254;4227;34.78;1470;6500
990;55;1988;78;18;68;138;6154;2722;2.260838;10;-218;4302;36.73;1580;6292
991;55;1989;59;17;86;137;5993;2704;2.216346;-27;-135;4334;37.61;1630;6130
992;55;1990;61;11;71;116;5888;2446;2.407195;-10;-116;3913;37.49;1467;6004
993;55;1991;59;14;81;108;5949;2307;2.578674;-22;75;3929;41.28;1622;6057
994;55;1992;59;23;67;109;6072;2306;2.633131;-8;132;3943;41.52;1637;6181
995;55;1993;69;26;88;123;6316;2597;2.432037;-19;277;3966;34.52;1369;6439
996;55;1994;67;60;70;132;6791;2777;2.445445;-3;487;3992;30.44;1215;6923
997;55;1995;62;71;88;136;7026;2865;2.452356;-26;265;4052;29.29;1187;7162
998;55;1996;50;96;89;140;7249;2951;2.456455;-39;266;4123;28.43;1172;7389
999;55;1997;65;107;84;145;7527;3077;2.446214;-19;302;4219;27.07;1142;7672
1000;55;1998;64;109;102;892;6889;2823;2.440312;-38;147;4326;34.74;1503;7781
1001;55;1999;70;115;97;1639;6188;2535;2.441026;-27;73;4435;42.84;1900;7827
1002;55;2000;71;23;92;919;6908;3072;2.248697917;-21;18;4620;33.51;1548;7827
1003;55;2001;74;93;89;1061;6844;3065;2.232952692;-15;93;4705;34.86;1640;7905
1004;55;2002;83;90;98;1035;6881;3104;2.21681701;-15;26;4787;35.16;1683;7916
1005;55;2003;79;60;112;1165;6877;3126;2.19993602;-33;159;4837;35.37;1711;8042
1006;55;2004;73;50;88;1086;6643;3043;2.18304305;-15;-298;4878;37.62;1835;7729
1007;55;2005;61;51;95;1167;6656;3073;2.165961601;-34;128;4918;37.52;1845;7823
1008;55;2006;58;38;92;1173;6577;3059;2.150049036;-34;-39;4946;38.15;1887;7750
1009;55;2007;58;47;92;1167;6491;3043;2.133092343;-34;-58;4984;38.94;1941;7658
1010;55;2008;59;62;119;1183;6497;3071;2.115597525;-60;82;5035;39.01;1964;7680
1011;55;2009;56;32;108;418;6292;2998;2.098732488;-52;-918;5056;40.7;2058;6710
1012;55;2010;56;8.75;102;165;6490;3110;2.08681672;-46;-9;5084;38.83;1974;6655
1013;55;2011;46;30;105;165;6339;3037;2.087257162;-59;-92;5113;40.6;2076;6504
1014;55;2012;59;30;106;165;6377;3055;2.087397709;-47;85;5141;40.58;2086;6542
1015;55;2013;50;24;88;165;6282;3010;2.087043189;-38;-57;5162;41.69;2152;6447
1016;55;2014;41;15;97;165;6211;2976;2.08702957;-56;-15;5170;42.44;2194;6376
1017;55;2015;55;14;104;165;6220;2981;2.086548138;-49;58;5182;42.47;2201;6385
1018;55;2016;44;32;109;165;6398;3065;2.087438825;-65;243;5210;41.17;2145;6563
1019;55;2017;44;31;117;165;6446;3089;2.086759469;-73;121;5239;41.04;2150;6611
1020;55;2018;45;42;100;165;6686;3205;2.086115445;-55;295;5285;39.36;2080;6851
1021;57;1985;28;7;7;19;1710;600;2.85;21;-85;1166;48.54;566;1729
1022;57;1986;19;8;7;18;1690;592;2.85473;12;-33;1170;49.4;578;1708
1023;57;1987;20;12;12;19;1756;612;2.869281;8;59;1175;47.91;563;1775
1024;57;1988;17;5;16;18;1695;588;2.882653;1;-63;1189;50.55;601;1713
1025;57;1989;21;6;9;17;1634;566;2.886926;12;-74;1232;54.06;666;1651
1026;57;1990;23;11;14;11;1586;632;2.509494;9;-63;1326;52.34;694;1597
1027;57;1991;16;2;7;10;1546;619;2.497577;9;-50;1337;53.7;718;1556
1028;57;1992;22;3;11;10;1564;603;2.593698;11;7;1339;54.97;736;1574
1029;57;1993;21;6;16;12;1620;673;2.407132;5;53;1342;49.85;669;1632
1030;57;1994;22;13;16;12;1630;682;2.390029;6;4;1348;49.41;666;1642
1031;57;1995;13;17;10;12;1597;679;2.351988;3;-36;1361;50.11;682;1609
1032;57;1996;12;25;11;12;1582;685;2.309489;1;-16;1378;50.29;693;1594
1033;57;1997;16;14;11;12;1584;701;2.259629;5;-3;1403;50.04;702;1596
1034;57;1998;16;17;16;12;1575;708;2.224576;0;-9;1417;50.04;709;1587
1035;57;1999;18;16;11;12;1570;717;2.189679;7;-12;1434;50;717;1582
1036;57;2000;12;6;7;10;1566;662;2.365558912;5;-9;1151;42.48;489;1576
1037;57;2001;17;23;18;10;1580;675;2.340740741;-1;15;1176;42.6;501;1590
1038;57;2002;18;16;10;10;1581;680;2.325;8;-7;1193;43;513;1591
1039;57;2003;12;9;12;10;1576;685;2.300729927;0;-5;1204;43.11;519;1586
1040;57;2004;10;14;8;10;1511;664;2.27560241;2;-67;1219;45.53;555;1521
1041;57;2005;9;10;12;10;1482;657;2.255707763;-3;-26;1231;46.63;574;1492
1042;57;2006;15;13;12;10;1433;642;2.232087227;3;-52;1246;48.48;604;1443
1043;57;2007;12;12;11;10;1412;638;2.213166144;1;-22;1260;49.37;622;1422
1044;57;2008;11;8;13;10;1371;627;2.186602871;-2;-39;1270;50.63;643;1381
1045;57;2009;8;12;14;10;1376;636;2.163522013;-6;11;1280;50.31;644;1386
1046;57;2010;10;1.75;7;2;1385;646;2.143962848;3;-2;1288;49.84;642;1387
1047;57;2011;12;7;10;2;1354;631;2.145800317;2;-33;1295;51.27;664;1356
1048;57;2012;9;2;15;2;1322;616;2.146103896;-6;-26;1297;52.51;681;1324
1049;57;2013;6;2;10;2;1334;622;2.144694534;-4;16;1299;52.12;677;1336
1050;57;2014;17;4;12;2;1383;645;2.144186047;5;44;1303;50.5;658;1385
1051;57;2015;12;5;10;2;1350;629;2.146263911;2;-35;1309;51.95;680;1352
1052;57;2016;12;4;12;2;1355;631;2.147385103;0;5;1313;51.94;682;1357
1053;57;2017;15;7;13;2;1374;640;2.146875;2;17;1320;51.52;680;1376
1054;57;2018;13;9;15;2;1390;647;2.148377125;-2;18;1326;51.21;679;1392
